,course,semester_code,average_grade,passed,a,b,c,d,e,f
3837,TS301011,H2016,3.0,0,3,2,5,2,0,2
3838,TS301011,H2017,4.3125,0,10,1,5,0,0,0
3839,MB102314,V2015,3.4545454545454546,0,2,3,4,2,0,0
3840,MB102314,V2016,3.0476190476190474,0,1,5,11,3,0,1
3841,MB102314,V2017,3.6,0,3,6,4,1,1,0
3842,MB102314,V2018,2.8666666666666667,0,0,5,6,2,1,1
3843,MB104114,V2015,2.772727272727273,0,0,7,8,4,1,2
3844,MB104114,V2016,2.8636363636363638,0,2,4,11,1,2,2
3845,MB104114,V2017,2.9642857142857144,0,2,8,11,4,0,3
3846,MB104114,V2018,2.9310344827586206,0,2,12,7,1,4,3
3847,HM400114,V2015,2.65,0,0,5,5,8,2,0
3848,HM400114,V2017,3.515151515151515,0,4,14,11,3,1,0
3849,HM400114,V2018,3.4,0,1,4,4,0,1,0
3850,BI302511,H2011,2.7058823529411766,0,1,4,4,6,1,1
3851,BI302511,H2012,2.789473684210526,0,0,5,8,3,3,0
3852,BI302511,H2013,3.0,0,0,5,5,3,1,0
3853,BI302511,H2014,2.9375,0,0,5,6,4,1,0
3854,BI302511,H2015,2.8823529411764706,0,0,4,8,4,1,0
3855,BI302511,H2016,2.730769230769231,0,2,9,4,3,7,1
3856,BI302511,H2017,2.2903225806451615,0,0,6,7,11,4,3
3857,IP503911,V2011,2.2857142857142856,0,0,0,3,3,1,0
3858,IP503911,V2012,2.1,0,1,0,3,2,3,1
3859,IP503911,V2014,3.3333333333333335,0,4,1,4,1,2,0
3860,IP503911,H2016,3.4444444444444446,0,1,4,2,2,0,0
3861,IP503911,H2017,3.6153846153846154,0,3,5,3,1,1,0
3862,IR301312,H2014,2.6222222222222222,0,7,4,16,6,7,5
3863,IR301312,V2015,1.25,0,0,0,0,2,1,1
3864,IR301312,H2015,2.4901960784313726,0,4,5,20,9,9,4
3865,IR301312,V2016,2.3333333333333335,0,0,3,2,0,3,1
3866,IR301312,H2016,2.183098591549296,0,3,5,26,14,14,9
3867,IR301312,H2017,2.4705882352941178,0,9,10,19,9,8,13
3868,IR301312,V2018,0.8,0,0,0,0,2,0,3
3869,HM501313,H2014,3.6666666666666665,0,1,1,0,1,0,0
3870,HM501313,H2016,3.4,0,1,1,2,1,0,0
3871,GEO1191,V2010,3.942857142857143,0,11,14,7,3,0,0
3872,GEO1191,V2011,3.462962962962963,0,0,27,25,2,0,0
3873,GEO1191,H2011,3.269230769230769,0,3,6,12,5,0,0
3874,GEO1191,V2012,3.742857142857143,0,2,22,11,0,0,0
3875,GEO1191,H2012,3.857142857142857,0,8,23,10,0,0,1
3876,GEO1191,H2013,3.7115384615384617,0,6,28,15,3,0,0
3877,GEO1191,H2014,3.519230769230769,0,18,38,36,8,0,4
3878,GEO1191,V2015,2.3333333333333335,0,0,0,1,2,0,0
3879,GEO1191,H2015,3.0638297872340425,0,16,18,32,15,10,3
3880,GEO1191,H2016,2.819672131147541,0,2,17,23,10,5,4
3881,GEO1191,V2017,2.95,0,2,6,5,4,2,1
3882,GEO1191,H2017,3.11,0,3,31,43,21,1,1
3883,IB303512,H2014,3.6875,0,3,5,8,0,0,0
3884,IB303512,H2015,4.111111111111111,0,4,3,1,1,0,0
3885,IB303512,H2016,3.888888888888889,0,4,1,3,1,0,0
3886,IB303512,H2017,4.133333333333334,0,6,5,4,0,0,0
3887,IB303612,H2014,3.7058823529411766,0,2,9,5,1,0,0
3888,IB303612,H2015,3.5,0,0,4,4,0,0,0
3889,IB303612,H2016,3.3076923076923075,0,2,3,7,0,0,1
3890,IB303612,H2017,3.4545454545454546,0,1,4,5,1,0,0
3891,AI301712,H2012,3.375,0,0,8,6,2,0,0
3892,AI301712,H2013,4.0,0,4,5,4,0,0,0
3893,AI301712,H2014,3.7777777777777777,0,0,14,4,0,0,0
3894,AI301712,H2015,3.6774193548387095,0,2,17,12,0,0,0
3895,AI301712,H2016,3.515151515151515,0,4,9,20,0,0,0
3896,AI301712,H2017,3.75,0,4,25,15,0,0,0
3897,IR201612,H2013,2.3333333333333335,0,1,5,12,7,2,6
3898,IR201612,H2014,0.9714285714285714,0,0,2,4,3,8,18
3899,IR201612,V2015,1.4375,0,0,0,5,2,4,5
3900,IR201612,H2015,1.2678571428571428,0,0,2,12,7,13,22
3901,IR201612,V2016,1.5454545454545454,0,0,0,4,1,3,3
3902,IR201612,H2016,1.5396825396825398,0,1,8,11,9,9,25
3903,IR201612,S2017,1.2222222222222223,0,0,2,2,2,4,8
3904,IR201612,H2017,1.8333333333333333,0,0,13,13,10,10,20
3905,IR201612,V2018,1.625,0,0,0,1,4,2,1
3906,SPL2012D,V2010,2.2884615384615383,0,0,7,20,13,5,7
3907,SPL2012D,V2011,2.0344827586206895,0,1,5,15,20,8,9
3908,SPL2012D,H2011,3.0,0,0,1,4,1,0,0
3909,SPL2012D,V2012,2.6774193548387095,0,0,7,13,6,4,1
3910,SPL2012D,V2013,2.188679245283019,0,2,4,16,18,6,7
3911,SPL2012D,H2013,2.7142857142857144,0,0,2,3,1,0,1
3912,SPL2012D,V2014,2.125,0,0,6,8,8,4,6
3913,SPL2012D,H2014,1.3333333333333333,0,0,0,1,0,1,1
3914,SPL2012D,V2015,2.2093023255813953,0,1,5,13,13,5,6
3915,SPL2012D,H2015,2.358974358974359,0,1,5,13,10,8,2
3916,SPL2012D,V2016,1.3333333333333333,0,0,0,3,2,3,4
3917,SPL2012D,H2016,2.8292682926829267,0,0,10,16,13,2,0
3918,SPL2012D,V2017,0.4,0,0,0,0,1,0,4
3919,SPL2012D,S2017,1.75,0,1,0,0,1,0,2
3920,SPL2012D,H2017,2.7254901960784315,0,0,12,21,12,4,2
3921,TEK2012,V2017,3.5555555555555554,0,0,5,4,0,0,0
3922,TEK2012,V2018,3.3636363636363638,0,1,4,4,2,0,0
3923,KUH2202,V2017,3.3333333333333335,0,0,2,0,1,0,0
3924,KUH2202,V2018,3.6666666666666665,0,0,2,1,0,0,0
3925,KUH3011,H2016,4.0,0,1,1,1,0,0,0
3926,IMT6121,V2013,0.0,4,0,0,0,0,0,0
3927,IMT6121,V2018,0.0,2,0,0,0,0,0,3
3928,RAD1041,H2014,3.6551724137931036,0,5,19,1,1,0,3
3929,RAD1041,H2015,3.3793103448275863,0,3,11,13,0,0,2
3930,RAD1041,V2016,2.0,0,0,0,0,3,0,0
3931,RAD1041,H2016,3.0789473684210527,0,4,13,13,3,0,5
3932,RAD1041,V2017,4.0,0,0,5,0,0,0,0
3933,RAD1041,H2017,2.193548387096774,0,4,0,16,0,0,11
3934,RAD1041,V2018,3.6363636363636362,0,4,2,4,0,0,1
3935,RAD2061,V2015,2.68,0,2,6,7,5,2,3
3936,RAD2061,H2015,1.6666666666666667,0,0,0,1,0,2,0
3937,RAD2061,V2016,2.4761904761904763,0,0,6,6,3,4,2
3938,RAD2061,H2016,1.5,0,0,0,1,2,2,1
3939,RAD2061,V2017,3.45,0,6,3,6,4,1,0
3940,RAD2061,V2018,3.25,0,8,9,4,1,1,5
3941,SPA1202,V2017,3.130434782608696,0,5,6,4,5,1,2
3942,SPA1202,V2018,3.4545454545454546,0,2,9,8,3,0,0
3943,BSP3900,V2018,3.8125,0,4,5,7,0,0,0
3944,SPRÅK8895,H2016,0.0,8,0,0,0,0,0,0
3945,SPRÅK8895,H2017,0.0,10,0,0,0,0,0,0
3946,TDT4257,V2017,4.125,0,2,5,1,0,0,0
3947,TDT4257,V2018,4.28125,0,14,15,2,0,1,0
3948,ESTET8881,V2017,0.0,3,0,0,0,0,0,0
3949,FI1106,V2017,3.3333333333333335,0,7,12,11,6,2,1
3950,FI1106,V2018,2.6666666666666665,0,2,9,11,11,3,3
3951,IMT3881,H2016,2.875,0,0,4,1,2,0,1
3952,IMT3881,H2017,2.1818181818181817,0,0,1,4,4,0,2
3953,IMT3881,V2018,2.0,0,2,2,8,4,0,9
3954,PARA1004,H2015,0.0,13,0,0,0,0,0,25
3955,PARA1004,V2016,0.0,12,0,0,0,0,0,3
3956,PARA1004,H2016,0.0,28,0,0,0,0,0,20
3957,PARA1004,V2017,0.0,9,0,0,0,0,0,2
3958,PARA1004,H2017,0.0,27,0,0,0,0,0,13
3959,PARA1004,V2018,0.0,2,0,0,0,0,0,3
3960,MM8420,H2016,0.0,9,0,0,0,0,0,0
3961,TMM4560,H2016,4.027777777777778,0,17,42,11,2,0,0
3962,TMM4560,V2017,4.0,0,2,3,2,0,0,0
3963,TMM4560,H2017,4.241379310344827,0,14,11,2,1,1,0
3964,TMM4560,V2018,4.0,0,1,1,1,0,0,0
3965,TPK5120,V2017,4.045454545454546,0,4,15,3,0,0,0
3966,TPK5120,V2018,3.0588235294117645,0,0,4,10,3,0,0
3967,PPU4659,V2018,4.571428571428571,0,4,3,0,0,0,0
3968,IINI4015,V2017,0.0,19,0,0,0,0,0,0
3969,TVUT8004,V2017,3.4,0,1,4,3,2,0,0
3970,MKS4001,V2016,0.0,12,0,0,0,0,0,6
3971,MKS4001,H2016,0.0,20,0,0,0,0,0,2
3972,MKS4001,V2017,0.0,17,0,0,0,0,0,5
3973,MKS4001,V2018,0.0,16,0,0,0,0,0,1
3974,MOP4201,V2017,0.0,8,0,0,0,0,0,0
3975,MOP4201,V2018,0.0,4,0,0,0,0,0,0
3976,IMT4115,H2016,2.72,0,2,5,8,6,2,2
3977,IMT4115,S2017,2.6666666666666665,0,0,0,2,1,0,0
3978,IMT4115,H2017,2.923076923076923,0,5,14,15,12,2,4
3979,FY3950,V2008,3.1666666666666665,0,0,2,3,1,0,0
3980,FY3950,V2011,4.333333333333333,0,1,2,0,0,0,0
3981,FY3950,V2013,4.333333333333333,0,1,2,0,0,0,0
3982,FY3950,V2017,4.166666666666667,0,2,3,1,0,0,0
3983,FY3950,V2018,4.75,0,3,1,0,0,0,0
3984,MT8110,H2016,0.0,7,0,0,0,0,0,0
3985,MT8110,V2017,0.0,3,0,0,0,0,0,0
3986,TKP4580,H2016,4.0,0,9,28,7,1,0,0
3987,TKP4580,V2017,4.25,0,1,3,0,0,0,0
3988,TKP4580,H2017,4.333333333333333,0,4,1,0,1,0,0
3989,SARB3012,H2017,0.0,4,0,0,0,0,0,0
3990,EDU3122,V2017,3.0789473684210527,0,0,12,18,7,1,0
3991,EDU3122,V2018,3.1777777777777776,0,2,14,21,6,2,0
3992,IDR3033,H2016,3.5,0,3,4,10,1,0,0
3993,IDR3033,H2017,3.6666666666666665,0,2,5,4,1,0,0
3994,POL3006,H2016,3.375,0,2,2,3,0,0,1
3995,POL3006,H2017,4.090909090909091,0,5,3,2,1,0,0
3996,PPU4623,V2017,2.8333333333333335,0,1,1,2,0,2,0
3997,PPU4623,V2018,3.4,0,1,1,2,1,0,0
3998,HD400217,H2017,3.4,0,1,2,7,0,0,0
3999,IE500317,H2017,3.75,0,2,0,1,1,0,0
4000,IE100416,H2016,0.0,77,0,0,0,0,0,0
4001,IE100416,H2017,0.0,117,0,0,0,0,0,0
4002,HVER2009,V2016,2.0,0,0,7,36,25,14,18
4003,HVER2009,V2017,2.7142857142857144,0,0,17,55,14,5,7
4004,HVER2009,V2018,2.4239130434782608,0,0,8,46,23,7,8
4005,LGU54006,H2016,3.3043478260869565,0,5,19,15,3,0,4
4006,LGU54006,V2017,3.5,0,0,2,2,0,0,0
4007,LGU54006,H2017,3.588235294117647,0,6,14,12,0,0,2
4008,HMMR4003,V2017,0.0,29,0,0,0,0,0,0
4009,SOS3605,H2016,3.75,0,4,11,8,1,0,0
4010,SOS3605,H2017,4.0,0,2,2,2,0,0,0
4011,BK3290,V2018,0.0,10,0,0,0,0,0,0
4012,BGEO390,V2018,3.0526315789473686,0,0,5,10,4,0,0
4013,BIDAT39,V2018,3.2,0,0,9,7,3,1,0
4014,BLOG390,V2018,3.466666666666667,0,2,3,10,0,0,0
4015,IINI4001,H2016,0.0,32,0,0,0,0,0,19
4016,IINI4001,V2017,0.0,5,0,0,0,0,0,0
4017,IINI4001,H2017,0.0,16,0,0,0,0,0,0
4018,IINI4001,V2018,0.0,5,0,0,0,0,0,0
4019,TMAS3020,V2016,3.3333333333333335,0,0,1,2,0,0,0
4020,TMAS3020,V2017,3.0,0,0,0,4,0,0,0
4021,LGU14026,V2016,2.75,0,0,2,0,1,1,0
4022,LGU14026,V2017,3.111111111111111,0,0,7,8,2,0,1
4023,LGU14026,V2018,3.1578947368421053,0,1,7,7,3,0,1
4024,LTOT1001,H2015,3.096774193548387,0,0,8,18,5,0,0
4025,LTOT1001,H2016,2.7045454545454546,0,0,7,20,14,3,0
4026,LTOT1001,H2017,3.2857142857142856,0,5,11,10,8,0,1
4027,TDMA4006,V2015,3.6,0,2,5,8,0,0,0
4028,TDMA4006,V2016,4.0,0,1,11,1,0,0,0
4029,TDMA4006,V2017,3.764705882352941,0,3,7,7,0,0,0
4030,TDMA4006,V2018,3.8333333333333335,0,1,8,3,0,0,0
4031,LMN54006,H2015,4.090909090909091,0,3,6,2,0,0,0
4032,LMN54006,H2016,3.6,0,1,1,3,0,0,0
4033,LMN54006,H2017,4.111111111111111,0,4,2,3,0,0,0
4034,LMN55004,H2016,0.0,12,0,0,0,0,0,0
4035,LMN55004,H2017,0.0,6,0,0,0,0,0,0
4036,HFYS1005,H2017,2.5762711864406778,0,1,13,21,12,8,4
4037,TBA4860,V2017,3.6153846153846154,0,0,16,10,0,0,0
4038,TBA4860,V2018,4.4,0,10,15,0,0,0,0
4039,BTEKD39,V2018,4.363636363636363,0,6,3,2,0,0,0
4040,IMT1012,V2018,3.1951219512195124,0,5,12,16,2,6,0
4041,TEK1002,H2010,3.4074074074074074,0,2,10,12,3,0,0
4042,TEK1002,H2011,3.411764705882353,0,1,6,9,1,0,0
4043,TEK1002,H2012,3.4444444444444446,0,2,11,11,3,0,0
4044,TEK1002,H2013,3.4571428571428573,0,3,15,13,3,1,0
4045,TEK1002,H2014,3.2857142857142856,0,0,19,18,3,2,0
4046,TEK1002,H2015,3.328125,0,8,20,26,6,3,1
4047,TEK1002,H2016,3.5,0,9,20,21,3,2,1
4048,TEK1002,H2017,3.6923076923076925,0,11,18,20,2,1,0
4049,IMT3601,H2009,2.8,0,0,4,4,0,0,2
4050,IMT3601,H2010,2.5714285714285716,0,0,1,3,2,1,0
4051,IMT3601,H2011,2.7142857142857144,0,0,3,2,0,1,1
4052,IMT3601,H2012,3.35,0,0,11,5,4,0,0
4053,IMT3601,H2013,3.0869565217391304,0,8,0,4,8,3,0
4054,IMT3601,H2014,3.607142857142857,0,7,11,5,2,3,0
4055,IMT3601,H2015,3.5,0,4,4,5,2,1,0
4056,IMT3601,H2016,3.0476190476190474,0,2,5,10,0,4,0
4057,IMT3601,H2017,3.909090909090909,0,9,5,5,3,0,0
4058,SMF1042F,H2009,1.5555555555555556,0,0,2,1,12,7,5
4059,SMF1042F,H2010,2.0476190476190474,0,0,4,3,7,4,3
4060,SMF1042F,H2011,2.4390243902439024,0,3,11,5,9,8,5
4061,SMF1042F,H2012,1.8717948717948718,0,1,6,8,4,12,8
4062,SMF1042F,H2013,1.5945945945945945,0,1,3,3,10,13,7
4063,SMF1042F,H2014,1.7058823529411764,0,2,7,7,5,18,12
4064,SMF1042F,H2015,1.8627450980392157,0,1,6,8,11,20,5
4065,SMF1042F,V2016,0.25,0,0,0,0,0,1,3
4066,SMF1042F,H2016,2.369565217391304,0,2,8,14,7,11,4
4067,SMF1042F,H2017,2.263157894736842,0,6,4,6,9,4,9
4068,MGLU1105,V2018,3.2222222222222223,0,1,10,14,0,0,2
4069,TEK2071,V2008,3.2,0,0,2,2,1,0,0
4070,TEK2071,V2011,4.052631578947368,0,7,7,4,1,0,0
4071,TEK2071,V2013,3.4444444444444446,0,0,5,3,1,0,0
4072,TEK2071,H2013,3.111111111111111,0,0,1,8,0,0,0
4073,TEK2071,V2014,3.111111111111111,0,0,3,4,2,0,0
4074,TEK2071,H2014,1.5,0,0,0,1,0,3,0
4075,TEK2071,V2015,4.0,0,3,2,0,0,1,0
4076,TEK2071,V2016,3.142857142857143,0,0,4,8,2,0,0
4077,TEK2071,V2017,4.0,0,0,3,0,0,0,0
4078,TEK2071,H2017,4.0,0,0,4,0,0,0,0
4079,TEK2071,V2018,3.75,0,0,7,0,1,0,0
4080,TØL4010,V2018,2.6666666666666665,0,0,0,4,2,0,0
4081,TEK2021,H2007,1.8,0,0,1,4,3,5,2
4082,TEK2021,V2009,2.5,0,1,2,4,1,3,1
4083,TEK2021,V2010,3.8947368421052633,0,6,8,2,3,0,0
4084,TEK2021,V2011,2.066666666666667,0,0,2,3,6,2,2
4085,TEK2021,V2012,3.25,0,2,3,3,4,0,0
4086,TEK2021,V2013,3.0,0,1,3,6,2,0,1
4087,TEK2021,V2014,2.526315789473684,0,3,5,1,5,0,5
4088,TEK2021,V2015,2.8,0,5,9,7,8,0,6
4089,TEK2021,V2016,2.4827586206896552,0,1,12,23,11,0,11
4090,TEK2021,V2017,2.4468085106382977,0,3,9,14,11,0,10
4091,TEK2021,S2017,1.3333333333333333,0,0,1,0,0,0,2
4092,TEK2021,V2018,2.74,0,7,10,14,10,0,9
4093,GEO1121F,V2014,0.0,18,0,0,0,0,0,0
4094,GEO1121F,V2015,0.0,17,0,0,0,0,0,3
4095,GEO1121F,V2016,0.0,22,0,0,0,0,0,2
4096,GEO1121F,V2017,0.0,15,0,0,0,0,0,0
4097,GEO1121F,V2018,0.0,21,0,0,0,0,0,14
4098,TALM3005,H2017,4.125,0,4,10,2,0,0,0
4099,IMT6231,V2018,0.0,3,0,0,0,0,0,0
4100,BEV3102,H2015,3.4210526315789473,0,4,6,5,2,2,0
4101,BEV3102,H2016,2.9473684210526314,0,0,4,11,3,1,0
4102,BEV3102,H2017,3.0,0,1,3,2,3,1,0
4103,VIU8402,H2013,0.0,23,0,0,0,0,0,1
4104,VIU8402,H2015,0.0,18,0,0,0,0,0,1
4105,VIU8402,H2017,0.0,14,0,0,0,0,0,4
4106,VIU8402,V2018,0.0,4,0,0,0,0,0,0
4107,VIU8412,V2014,2.857142857142857,0,0,5,11,3,1,1
4108,VIU8412,V2016,3.210526315789474,0,4,4,6,2,3,0
4109,VIU8412,V2018,2.75,0,0,5,6,2,2,1
4110,AAR4250,H2016,3.909090909090909,0,5,21,6,1,0,0
4111,AAR4250,H2017,4.166666666666667,0,11,20,5,0,0,0
4112,TDT4112,V2015,0.0,123,0,0,0,0,0,5
4113,TDT4112,V2016,0.0,141,0,0,0,0,0,2
4114,TDT4112,V2017,0.0,140,0,0,0,0,0,2
4115,TDT4112,V2018,0.0,139,0,0,0,0,0,6
4116,TFE4101,H2014,2.4829268292682927,0,17,35,61,40,21,31
4117,TFE4101,V2015,2.0276497695852536,0,12,28,47,47,33,50
4118,TFE4101,S2015,2.12,0,4,3,14,11,10,8
4119,TFE4101,H2015,2.536964980544747,0,20,54,65,56,29,33
4120,TFE4101,V2016,2.1159420289855073,0,21,38,63,50,38,66
4121,TFE4101,S2016,2.0454545454545454,0,3,4,12,7,9,9
4122,TFE4101,H2016,2.4206642066420665,0,27,56,52,50,41,45
4123,TFE4101,V2017,2.1041666666666665,0,23,34,41,43,45,54
4124,TFE4101,S2017,1.588235294117647,0,1,3,6,16,14,11
4125,TFE4101,H2017,2.1626984126984126,0,15,35,60,54,42,46
4126,TFE4101,V2018,2.7447698744769875,0,38,49,53,42,27,30
4127,FM3000,H2016,2.1333333333333333,0,0,2,5,3,3,2
4128,FM3000,H2017,2.909090909090909,0,1,3,4,1,1,1
4129,FM3000,V2018,2.0,0,0,1,0,1,0,1
4130,EPR2021,V2017,0.0,23,0,0,0,0,0,0
4131,EPR2021,V2018,0.0,27,0,0,0,0,0,1
4132,TBA4561,H2012,2.6666666666666665,0,0,1,1,0,1,0
4133,TBA4561,V2015,2.3333333333333335,0,0,0,1,2,0,0
4134,TKJ4102,H2010,2.4761904761904763,0,7,14,43,16,8,17
4135,TKJ4102,S2011,0.1111111111111111,0,0,0,0,0,1,8
4136,TKJ4102,H2011,2.7586206896551726,0,14,16,23,13,11,10
4137,TKJ4102,S2012,2.0,0,0,0,1,3,1,0
4138,TKJ4102,H2012,2.5576923076923075,0,7,20,34,19,11,13
4139,TKJ4102,S2013,1.5,0,0,1,1,2,1,3
4140,TKJ4102,H2013,2.93859649122807,0,19,28,29,17,7,14
4141,TKJ4102,S2014,1.7777777777777777,0,0,3,0,1,2,3
4142,TKJ4102,H2014,2.274193548387097,0,12,20,24,25,20,23
4143,TKJ4102,S2015,2.6666666666666665,0,1,0,2,2,1,0
4144,TKJ4102,H2015,2.926829268292683,0,24,21,39,15,9,15
4145,TKJ4102,S2016,1.9090909090909092,0,0,2,3,2,0,4
4146,TKJ4102,H2016,3.4035087719298245,0,27,37,24,14,5,7
4147,TKJ4102,S2017,2.0,0,0,1,0,1,2,0
4148,TKJ4102,H2017,3.2672413793103448,0,28,31,28,11,9,9
4149,POL3516,H2010,2.3333333333333335,0,0,1,0,1,1,0
4150,POL3516,H2011,3.5,0,5,5,7,1,2,0
4151,POL3516,H2012,3.625,0,5,6,12,1,0,0
4152,POL3516,H2013,3.6315789473684212,0,3,8,6,2,0,0
4153,POL3516,H2014,3.736842105263158,0,5,7,4,3,0,0
4154,POL3516,H2015,3.7142857142857144,0,3,6,3,2,0,0
4155,POL3516,H2016,3.7142857142857144,0,5,2,5,2,0,0
4156,POL1003,V2007,3.026315789473684,0,1,10,18,7,2,0
4157,POL1003,V2008,3.392156862745098,0,3,18,26,4,0,0
4158,POL1003,V2009,3.3076923076923075,0,2,17,15,3,0,2
4159,POL1003,V2010,3.4615384615384617,0,10,15,18,8,0,1
4160,POL1003,V2011,3.3333333333333335,0,3,19,19,6,0,1
4161,POL1003,V2012,3.25,0,3,11,8,4,0,2
4162,POL1003,V2013,3.3617021276595747,0,2,20,20,4,0,1
4163,POL1003,V2014,3.21875,0,1,10,16,5,0,0
4164,POL1003,V2015,3.076923076923077,0,2,5,12,7,0,0
4165,POL1003,V2016,3.44,0,2,9,12,2,0,0
4166,POL1003,V2017,3.096774193548387,0,3,7,13,6,2,0
4167,POL1003,V2004,3.6739130434782608,0,9,23,10,0,2,2
4168,POL1003,V2005,3.4444444444444446,0,6,15,21,1,0,2
4169,POL1003,V2006,3.2,0,0,6,12,2,0,0
4170,POL1003,V2018,2.8048780487804876,0,0,12,15,11,0,3
4171,NFUT0004,H2011,0.0,19,0,0,0,0,0,1
4172,NFUT0004,V2012,0.0,13,0,0,0,0,0,1
4173,NFUT0004,H2012,0.0,10,0,0,0,0,0,2
4174,NFUT0004,V2013,0.0,15,0,0,0,0,0,2
4175,NFUT0004,H2013,0.0,22,0,0,0,0,0,0
4176,NFUT0004,V2014,0.0,21,0,0,0,0,0,0
4177,NFUT0004,H2014,0.0,20,0,0,0,0,0,1
4178,NFUT0004,V2015,0.0,17,0,0,0,0,0,1
4179,NFUT0004,H2015,0.0,21,0,0,0,0,0,0
4180,NFUT0004,V2016,0.0,23,0,0,0,0,0,0
4181,NFUT0004,H2016,0.0,20,0,0,0,0,0,0
4182,NFUT0004,V2017,0.0,16,0,0,0,0,0,1
4183,NFUT0004,H2017,0.0,24,0,0,0,0,0,0
4184,NFUT0004,V2018,0.0,18,0,0,0,0,0,1
4185,NFUT0008,H2011,0.0,13,0,0,0,0,0,1
4186,NFUT0008,H2012,0.0,18,0,0,0,0,0,1
4187,NFUT0008,H2013,0.0,23,0,0,0,0,0,1
4188,NFUT0008,H2014,0.0,17,0,0,0,0,0,0
4189,NFUT0008,H2015,0.0,14,0,0,0,0,0,0
4190,NFUT0008,H2016,0.0,14,0,0,0,0,0,0
4191,NFUT0008,H2017,0.0,19,0,0,0,0,0,0
4192,NFUT0204,H2011,2.8947368421052633,0,4,3,6,2,1,3
4193,NFUT0204,V2012,3.0952380952380953,0,2,7,5,5,2,0
4194,NFUT0204,H2012,2.5714285714285716,0,0,2,8,2,0,2
4195,NFUT0204,V2013,2.411764705882353,0,2,4,2,4,1,4
4196,NFUT0204,H2013,2.6842105263157894,0,4,2,5,3,2,3
4197,NFUT0204,V2014,2.8421052631578947,0,1,6,6,3,1,2
4198,NFUT0204,H2014,2.6842105263157894,0,2,3,6,5,1,2
4199,NFUT0204,V2015,3.0625,0,3,5,2,4,0,2
4200,NFUT0204,H2015,2.642857142857143,0,1,3,5,2,1,2
4201,NFUT0204,V2016,2.3333333333333335,0,0,2,7,2,2,2
4202,NFUT0204,H2016,2.380952380952381,0,2,3,6,4,2,4
4203,NFUT0204,V2017,3.35,0,3,6,7,3,1,0
4204,NFUT0204,H2017,2.4210526315789473,0,3,1,6,4,1,4
4205,NFUT0204,V2018,3.066666666666667,0,2,3,6,2,2,0
4206,FI2900,V2013,4.125,0,1,7,0,0,0,0
4207,FI2900,V2014,4.0,0,0,5,0,0,0,0
4208,FI2900,V2015,3.857142857142857,0,2,2,3,0,0,0
4209,FI2900,V2016,4.375,0,5,1,2,0,0,0
4210,FI2900,V2017,3.2,0,2,7,2,1,2,1
4211,FI2900,V2018,3.3333333333333335,0,2,1,2,0,0,1
4212,FVP1001,V2012,4.045454545454546,0,1,21,0,0,0,0
4213,FVP1001,V2013,3.7,0,3,8,9,0,0,0
4214,FVP1001,V2014,4.0,0,3,11,3,0,0,0
4215,FVP1001,V2015,3.5625,0,0,9,7,0,0,0
4216,FVP1001,V2016,3.5,0,0,10,10,0,0,0
4217,FVP1001,V2017,3.3333333333333335,0,2,6,6,4,0,0
4218,FVP1001,V2018,4.090909090909091,0,2,20,0,0,0,0
4219,TDT4506,H2011,3.6551724137931036,0,19,27,33,8,0,0
4220,TDT4506,H2012,3.5462962962962963,0,25,29,40,11,0,3
4221,TDT4506,H2013,3.9026548672566372,0,37,43,21,10,1,1
4222,TDT4506,H2014,3.646551724137931,0,16,61,29,5,2,3
4223,TDT4506,S2015,2.6,0,0,0,3,2,0,0
4224,TDT4506,H2015,3.75625,0,40,70,29,16,2,3
4225,TDT4506,H2016,3.639344262295082,0,27,47,33,11,0,4
4226,TDT4506,H2017,3.669421487603306,0,35,43,28,5,3,7
4227,TMR4243,H2011,3.8,0,1,2,2,0,0,0
4228,TMR4243,H2012,3.8,0,1,3,0,1,0,0
4229,TMR4243,V2015,3.3333333333333335,0,2,7,2,3,0,1
4230,TMR4243,V2016,3.0,0,1,8,4,4,0,2
4231,TMR4243,V2017,2.75,0,2,7,7,3,1,4
4232,TMR4243,S2017,4.0,0,1,1,1,0,0,0
4233,TMR4243,V2018,4.36,0,11,13,0,1,0,0
4234,POL2013,V2012,3.0454545454545454,0,7,10,13,8,4,2
4235,POL2013,V2013,3.22,0,8,12,18,7,5,0
4236,POL2013,V2014,3.175,0,5,11,13,8,3,0
4237,POL2013,V2015,3.342857142857143,0,7,9,12,5,0,2
4238,POL2013,V2016,3.5,0,5,11,8,6,0,0
4239,POL2013,V2017,3.375,0,6,13,12,8,1,0
4240,POL2013,V2018,3.2708333333333335,0,10,13,9,13,2,1
4241,POL2017,V2012,3.272727272727273,0,0,5,4,2,0,0
4242,POL2017,V2013,3.3333333333333335,0,2,6,8,1,0,1
4243,POL2017,V2014,3.4,0,1,7,5,1,1,0
4244,POL2017,V2015,3.4,0,2,6,3,4,0,0
4245,POL2017,V2016,3.7142857142857144,0,2,7,4,1,0,0
4246,POL2017,V2017,3.75,0,2,5,5,0,0,0
4247,POL2017,V2018,3.608695652173913,0,2,10,11,0,0,0
4248,PSYPRO4318,H2011,2.8846153846153846,0,3,11,18,17,3,0
4249,PSYPRO4318,V2013,3.5,0,1,1,1,1,0,0
4250,PSYPRO4318,H2013,3.8536585365853657,0,10,21,7,1,1,1
4251,PSYPRO4318,H2014,3.5476190476190474,0,4,18,18,1,1,0
